test_text,retrieval_id,cos_sim,cos_distance,kmeans_label,openai_label
"So nlihave unprotected sex on date 16 na nkakunywa ,p2 though nlikua ovulation day 3 is it possible that I can be pregnant",93,0.6283929,0.37160712,1,1
"I had unprotected sex like in April around date 20 ,,got worried that I might be pregnant 😁 but still I got my periods,8 days later and also in May,,, I sometimes feel like am pregnant yet sijafanya test zozote,and pia sina any symptoms,,what could be my problem",299,0.61118054,0.38881946,1,0
"I have a wife we enjoy having raw sex but problem with her is that she has hormonal imbalance, how will I know her safe days in such a way if I don't use condom we can have sex and she fails to get pregnant.",46,0.517088,0.482912,1,0
Mbona naumwa na lower abdomen...,294,0.552877,0.447123,1,1
I have this guy we have been dating for 9 months now but nafeel kama ako toxic na pia huwa ananishuku namcheat na sipendi,219,0.54884136,0.45115864,1,0
2024-01-04T05:59:01.662835Z,137,0.26775464,0.7322453,0,1
2023-12-02T19:36:01.907371Z,137,0.27908063,0.7209194,0,0
How to get wet faster,288,0.5134221,0.48657793,1,1
"It's a sexual question

So am asking is it okay at 19 years to go for contraceptive methods",234,0.63683015,0.36316985,1,1
Mtu akimeza p2 periods hufaa kuja early or late,190,0.5511591,0.44884092,1,1
My body offlate has been acting up I have one kid,150,0.39992678,0.6000732,0,1
Na mtu anaweza aje acquire contraceptives,110,0.75253177,0.24746823,1,0
Nn unaeza fanyia boy ad akupende sana,151,0.65482515,0.34517485,1,1
"Sasa, Kuna Dem tuko shule moja na yeye na anadanganya watu ati nimemongelea na ati Mimi ni mtu mbaya na of course si ukweli in fact ni yeye ndio anaongelea watu......alikuwa bff wangu , Sahii sisi no ex bff's na na feel vibaya vile amenifanyia....mnaona nifanye nini?",257,0.71928406,0.28071594,1,0
What are the effects of masterbation,143,0.5405283,0.4594717,1,0
Wazii ni project ya nini,337,0.6443294,0.35567057,1,0
Ninadai kuanzisha yt channel..... what's the best content to start with?,148,0.3795846,0.6204154,0,0
2023-12-22T15:18:01.271911Z,137,0.26708758,0.7329124,0,0
Nope!,203,0.32775983,0.67224014,0,0
Naeza get pregnant kama natumia pills,26,0.73883426,0.26116574,1,1
by,224,0.23938024,0.76061976,0,1
Okay mimi sijai understand meaning ya orgasm,220,0.57075506,0.42924494,1,0
What is best in shaving private part that doesn't cause itchness or burning sensation,183,0.37269157,0.6273084,0,1
KUISHI na dem mgonjwa,48,0.63538146,0.36461854,1,1
3,232,0.25455728,0.74544275,0,0
2023-11-27T05:49:01.327741Z,137,0.27553198,0.724468,0,0
Is murstabating healthy,52,0.29144704,0.70855296,0,0
Youngins ni what?,337,0.5316546,0.4683454,1,0
I'm have missed my period for three months now and I haven't been sexually active but nikiwa  na msee ana experience her periods and I spend like some time together I usually get my periods but when am alone they usually skip what could bethel problem,18,0.5191604,0.4808396,1,1
Unaeza fanya dem yako aje aliyekuacha akupende tena,151,0.6232645,0.3767355,1,1
Is it wrong to have sex on your periods,198,0.42670307,0.5732969,0,1
Oral sex n healthy??,5,0.5320838,0.4679162,1,1
Kwa nni mbegu hutoka inje after tendo,311,0.525414,0.474586,1,1
2023-10-18T14:00:01.879770Z,137,0.27159458,0.7284054,0,1
Niko na shida nadai help,137,0.6133149,0.38668507,1,0
2024-03-01T18:07:01.206478Z,137,0.2646993,0.73530066,0,1
How will i know whether i am a long lasting guy,131,0.38562635,0.6143737,0,1
jinsi ya ku-improve skills kwa bed na mpenzi wako,83,0.63630056,0.36369944,1,0
Mbona coil huekwa 6 months after delivery badala ya 2 or 3 months,165,0.45735744,0.5426426,0,1
Uko aje,171,0.55466604,0.44533396,1,1
Early signs of breast cancer,256,0.29174164,0.7082584,0,1
Is it healthy having sex with your stepbrother healthy,97,0.34610453,0.6538955,0,1
Ni food gani msee anaeza kula ndo uregain man power after kustop masterbation,21,0.66588813,0.33411187,1,0
how will i know if i'm pregnant?,299,0.56734735,0.43265265,1,0
Should boobs have bumps naturally,260,0.36986092,0.6301391,0,0
Am in a relationship with a certain guy but of late amekuwa akini ignore ... Nifanye aje??,47,0.4917015,0.5082985,1,1
Whats the best advice to a person like me juu i find myself always wanting to play my girlfriend despite her loving me whole heartedly na always being on my side?,131,0.34465474,0.65534526,0,0
I need a lover,270,0.3660521,0.6339479,0,1
2023-12-05T18:37:01.903672Z,137,0.2797804,0.7202196,0,0
How I do I stop watching porn since I'm an addict?,231,0.55281335,0.44718665,1,0
Mbna unaezatibu stis alafu bdye zinarudi,151,0.67517304,0.32482696,1,1
Age ya kuanza kudate ni gani,83,0.5493281,0.4506719,1,0
Ok,232,0.36119136,0.6388086,0,1
Is it possible msee kupata ball akihave sex while on her menses,93,0.6250239,0.3749761,1,0
Is it normal for one to bleed after sex and she is on depo shot,200,0.71244985,0.28755015,1,1
Does girls release?,310,0.40877256,0.5912274,0,0
Can you please help me?,12,0.27433985,0.72566015,0,0
It's about my mystrial cycle hope the spelling is correct,18,0.42720062,0.5727994,0,1
2024-10-30T18:38:01.514795Z,137,0.2683112,0.7316888,0,0
Educate me on STDs and their preventive measures,247,0.6711342,0.32886583,1,0
Mnadeall na nini normal,81,0.62016815,0.37983185,1,1
"There's this guy I have been in a 2 year relationship but for the past one year we haven't been in much contact and I'm afraid we loosing touch but some few months ago I met a new guy who is everything I could ever ask for in a man and this new guy wants to be in a relationship with me only if I let go of the other guy but I'm scared of telling this other guy that our relationship can't work anymore, what should I do",191,0.31240463,0.68759537,0,0
Is this positive or negative??,134,0.300713,0.699287,0,0
Uko aje,171,0.55466604,0.44533396,1,1
2024-05-23T12:23:01.362046Z,137,0.25665575,0.74334425,0,1
Hujanijibu swali joh,171,0.6103778,0.3896222,1,0
nataka kujihusisha ngono,237,0.62196773,0.37803227,1,0
3,232,0.25455728,0.74544275,0,0
"Had this friend in highschool who I was really close with and I loved her but towards the end of finishing school we had a fallout and that really messed me up and it took months to get over it.Now I've been wondering, were my feeling in our friendship really platonic or was there more to it than I let myself see?",28,0.33398312,0.6660169,0,0
What is Peary penile papules ?,169,0.46661144,0.53338856,1,0
What makes a young girl get attracted to an older mans sexuality,324,0.3833899,0.6166101,0,1
2023-12-17T20:31:01.151376Z,137,0.2629653,0.7370347,0,1
Can deep kiss transmit HIV,169,0.52792233,0.47207767,1,1
"Tuki have sex na partner yangu mimi hukawia sana before ni cum, Is that normal?",81,0.6754299,0.32457012,1,1
A boy has a crush on me but I just us to stay as friends,300,0.3244689,0.6755311,0,1
Nini dawa ya UTI,337,0.69538426,0.30461574,1,1
P2 hutumiwa aje,171,0.53023607,0.46976393,1,0
2,232,0.25382403,0.746176,0,0
When I take milk with sugar I get  a lot of white creamy discharge from my  V part is that normal or,82,0.46891916,0.53108084,1,1
2023-12-31T08:31:02.213196Z,137,0.2639844,0.73601556,0,0
Can i get pregnant 7 days after my periods,341,0.30506754,0.69493246,0,0
2024-06-01T09:22:01.622831Z,137,0.26275173,0.7372483,0,1
"What leads to abdominal pain after a girl having sex?, And is it normal?",76,0.6119783,0.3880217,1,0
Is it a must we have sex ndo relationship iwork out,263,0.509675,0.49032497,1,0
2023-12-05T10:21:01.137229Z,137,0.25815138,0.7418486,0,1
If I may ask when I finished my period on 18/11/23 what are my safe days to have unprotected sex,341,0.5564278,0.44357222,1,0
How can I confirm that my bf loves me,218,0.3760507,0.6239493,0,1
Waah mmeanza na swali ngumu aje,48,0.6918825,0.3081175,1,0
Is it normal like kukosa iyo safe space na your partner?,108,0.58342236,0.41657764,1,0
Is it okay to abort a child if I know I won't be able to take care of it?,179,0.4138014,0.58619857,0,1
Is it possible for one to skip her period for a year yet she's not pregnant or has no family planning,209,0.38017362,0.6198264,0,0
My girlfriend is allergic to latex what contraceptive can we use?,26,0.53575784,0.46424216,1,1
Mtu anaweza prevent ajee musterbation,78,0.5360748,0.46392518,1,1
nilijua,337,0.5364131,0.46358693,1,1
How can someone stop masturbations,78,0.5011114,0.4988886,1,1
How to prevent pregnancy without using contraceptives,73,0.7027501,0.2972499,1,1
Sex before marriage ni poa,336,0.66771674,0.33228326,1,1
ASK mbona haitoshei,171,0.50498354,0.49501646,1,1
What can I do to ensure I am safe sexually and maintain good hygiene and smell reproductively,61,0.5097372,0.4902628,1,0
How do you handle relationship,47,0.5358869,0.46411312,1,0
Naezafanya kazi na ujauzito adi mwisho kweli?,171,0.67274594,0.32725406,1,1
"I feel so low,,coz semester inaisha,next semester I have to go for attachment nimeapply several organizations, companies yet no feedback,I have to move out of the hostel,am confused",187,0.41700125,0.58299875,0,0
2023-12-16T19:17:01.495665Z,137,0.26942727,0.7305727,0,0
What food or what should I do to increase the size of my penis,52,0.34057897,0.659421,0,1
How can I get to wazi show,157,0.3210276,0.67897236,0,0
Isn't normal to date at 18yrs,97,0.34994432,0.65005565,0,1
Is it normal to feel aroused during romance and when it comes to penetration you feel nothing???,118,0.44325498,0.55674505,0,0
What should I do when I'm financially down?,187,0.24156028,0.7584397,0,1
Okay  how can someone know a safe days,132,0.38257438,0.6174256,0,1
Yup!,203,0.2900519,0.70994806,0,1
Can your penis decrease ukiwa na infection,247,0.56664026,0.43335974,1,1
So sometimes i always find myself alone even when i interact with people i still end up alone,162,0.25093323,0.74906677,0,0
Nilikuwa nauliza mtu anafaa kuanza clinic mwezi wa ngapi after kuconceive,214,0.68433356,0.31566644,1,1
mbna breast moja iko na ka uchungu,84,0.5093378,0.49066222,1,0
Yup!,203,0.2900519,0.70994806,0,0
Nauliza kama dame n virgin anaweza tumia tampons time ya kunyesa,50,0.67362934,0.32637066,1,0
2024-05-04T12:17:01.513494Z,137,0.2672227,0.7327773,0,0
ua,157,0.31117633,0.6888237,0,0
Does breaking your virginity make someone  start having sexual desire more often,230,0.38994175,0.61005825,0,0
How can I find a girlfriend,141,0.26623067,0.7337693,0,1
Kama uko possitive na unataka kumarri unaeza do aje,151,0.6095044,0.3904956,1,1
Mtu akifanya abortion mara mbili na ikatae,110,0.63396543,0.36603457,1,0
Yup!,203,0.2900519,0.70994806,0,1
How can someone overcome musterbation,78,0.53273326,0.46726674,1,1
How does someone get pregnant,57,0.66949326,0.33050674,1,0
What should I do if my boyfriend goes quite because I refused to send him nudes?,16,0.40157682,0.5984232,0,0
What if msee ako n sti alafu you have sex with him but n condom will you be affected,5,0.5960687,0.40393132,1,0
2023-11-09T11:58:01.246929Z,137,0.2623632,0.7376368,0,0
Can you send me money,155,0.23358981,0.7664102,0,1
5,99,0.2471026,0.7528974,0,1
Can one use emergency pills for more than once in a month?,176,0.46762884,0.53237116,1,1
Kuna dawa mtu anaweza kunywa azuie sex drive,78,0.7226688,0.27733117,1,1
Msee akipata ball plus ukimwi unafaa kudanya,316,0.7788757,0.22112429,1,1
If you have sex immediately after your periods can you get pregnant,341,0.39564472,0.6043553,0,1
Sijapata periods for the last 3 months sijui shida iko wapi,150,0.6324286,0.3675714,1,0
Was asking is it healthy to keep on getting back to each other na ex,135,0.41657323,0.5834268,0,1
2024-05-06T16:12:02.991719Z,137,0.25107434,0.7489257,0,1
Naeza aje grow boobs zangu?,78,0.5978006,0.4021994,1,0
"I want to make it up for my best friend.We've been having personal issues for a year now also involving a man we've both been dating.For the past year there hasn't been smooth communication and it reached a point she decided to move out and go stay with the man in picture.The man has also turned against me., I feel like I hurt my friend so much and I wouldn't want it to escalate past this., How should I make it up for her plus her birthday is this month",37,0.36557266,0.6344273,0,1
"How do you know your safe days, when having sex?",79,0.55919963,0.44080037,1,1
Ni Nini huleta shida ya kunuka sehemu za siri,337,0.58859617,0.41140383,1,1
NA unaeza fanya wat ndo ujue kaa beb wako hakucheat,171,0.6102976,0.38970238,1,1
Which is the safe family planning method?,124,0.7191293,0.28087068,1,0
"Mimi ni first time mom na Niko na mtoi ako 6 months old, naeza tumia family planning method Gani enye inaeza ni suite coz sijawah tumia since",110,0.75063884,0.24936116,1,0
What signs show your Girlfriend is no serious with you,300,0.33980936,0.66019064,0,0
I don't have a quiz,232,0.3310621,0.6689379,0,1
Ukihave un protected sex how long can you stay ndo utake  p2,341,0.5251895,0.47481048,1,0
My guy each time nikamshow something haijanifurahisha he gets mad and tell me naanzisha issues ama Niko na issues,47,0.53173655,0.46826345,1,1
Nikona pad rash naweza fanya nn ndio iishe,137,0.63114744,0.36885256,1,0
3,232,0.25455728,0.74544275,0,0
2024-01-02T13:56:01.105098Z,137,0.27191976,0.7280803,0,1
Yup!,203,0.2900519,0.70994806,0,0
Which is the right age of getting marriage or pregnant,97,0.6773926,0.3226074,1,1
2023-11-15T15:09:01.261342Z,137,0.2745257,0.7254743,0,0
2023-12-15T09:34:11.273960Z,137,0.2607567,0.73924327,0,0
2024-08-28T18:40:01.462427Z,137,0.27562237,0.72437763,0,0
How is sex like,275,0.5543266,0.4456734,1,1
What damage can abortion pill could make to a person .....after taking thrice in a year,226,0.57400197,0.42599803,1,1
Ni Job ama ni what,337,0.5347974,0.46520263,1,1
Hi ni ishan Cna proove that dem yangu ananicheat but alienda mahali na akameet na beshte yangu.bila kunishow nikam ask akanijibu mbaya..  tena hataki nimcall nowadayz anakataa calls,301,0.5909436,0.40905643,1,1
So I have a this hypopigmentation thing making me really uncomfortable is there it's treatment or solution,150,0.3506311,0.6493689,0,0
What programming language do u use?,337,0.13210662,0.8678934,0,0
What do u tell to u boyfriend if he is mad at u,16,0.37334806,0.62665194,0,0
Should i continue being in a relationship with him or just leave him because he may need time With his mental health,16,0.3387569,0.6612431,0,0
