text,prediction
Nilikuwa nauliza mtu anafaa kuanza clinic mwezi wa ngapi after kuconceive,1
mbna breast moja iko na ka uchungu,0
Yup!,0
Nauliza kama dame n virgin anaweza tumia tampons time ya kunyesa,0
2024-05-04T12:17:01.513494Z,0
ua,0
Does breaking your virginity make someone  start having sexual desire more often,0
How can I find a girlfriend,1
Kama uko possitive na unataka kumarri unaeza do aje,1
Mtu akifanya abortion mara mbili na ikatae,0
Yup!,1
How can someone overcome musterbation,1
How does someone get pregnant,0
What should I do if my boyfriend goes quite because I refused to send him nudes?,0
What if msee ako n sti alafu you have sex with him but n condom will you be affected,0
2023-11-09T11:58:01.246929Z,0
Can you send me money,1
5,1
Can one use emergency pills for more than once in a month?,1
Kuna dawa mtu anaweza kunywa azuie sex drive,1
Msee akipata ball plus ukimwi unafaa kudanya,1
If you have sex immediately after your periods can you get pregnant,1
Sijapata periods for the last 3 months sijui shida iko wapi,0
Was asking is it healthy to keep on getting back to each other na ex,1
2024-05-06T16:12:02.991719Z,1
Naeza aje grow boobs zangu?,0
"I want to make it up for my best friend.We've been having personal issues for a year now also involving a man we've both been dating.For the past year there hasn't been smooth communication and it reached a point she decided to move out and go stay with the man in picture.The man has also turned against me., I feel like I hurt my friend so much and I wouldn't want it to escalate past this., How should I make it up for her plus her birthday is this month",1
"How do you know your safe days, when having sex?",1
Ni Nini huleta shida ya kunuka sehemu za siri,1
NA unaeza fanya wat ndo ujue kaa beb wako hakucheat,1
Which is the safe family planning method?,0
"Mimi ni first time mom na Niko na mtoi ako 6 months old, naeza tumia family planning method Gani enye inaeza ni suite coz sijawah tumia since",0
What signs show your Girlfriend is no serious with you,0
I don't have a quiz,1
Ukihave un protected sex how long can you stay ndo utake  p2,0
My guy each time nikamshow something haijanifurahisha he gets mad and tell me naanzisha issues ama Niko na issues,1
Nikona pad rash naweza fanya nn ndio iishe,0
3,0
2024-01-02T13:56:01.105098Z,1
Yup!,0
Which is the right age of getting marriage or pregnant,1
2023-11-15T15:09:01.261342Z,0
2023-12-15T09:34:11.273960Z,0
2024-08-28T18:40:01.462427Z,0
How is sex like,1
What damage can abortion pill could make to a person .....after taking thrice in a year,1
Ni Job ama ni what,1
Hi ni ishan Cna proove that dem yangu ananicheat but alienda mahali na akameet na beshte yangu.bila kunishow nikam ask akanijibu mbaya..  tena hataki nimcall nowadayz anakataa calls,1
So I have a this hypopigmentation thing making me really uncomfortable is there it's treatment or solution,0
What programming language do u use?,0
What do u tell to u boyfriend if he is mad at u,0
Should i continue being in a relationship with him or just leave him because he may need time With his mental health,0
How do menses affect breast to look sometime tight other time loose,0
2024-01-03T18:22:01.413221Z,0
Which are the mostly dangerous days for a woman to get pregnancy,1
Hukujibu swali yenye nliuliza,0
"Am already confused,I feel tired, undetermined  ,I just don't know how I feel aki💔",0
Yup!,1
The best way of showing your guy that you really want to spend the rest of your life with him??,0
Ni age gani fity ya kumarry?,0
"I started my periods lastweek on Tuesday and this is the 2nd week heading to the third week na I'm still bleeding its not heavy ni light and I have never used any birth control method isipokuwa condoms, what might be wrong??",1
Ni vibaya kunyonga,0
Tell me about contraceptives,1
Aty naskia badala ya kushave unaeza tumia applicant juu after kushave hua nafeel itchy so I was asking if that applicant is safe for using,0
Does true love exist,0
What is doggy sex,0
"Have not seen my last period,,,",1
After sex i feel some serious pain kwa skin ya dk.why is that?,1
What lubricants are good,0
How can one get over depression 😩like nothing right now seems moving on well,1
2023-11-08T21:05:01.087805Z,0
Yup!,1
I have been having watery dicharge on my vigina,0
my question is i did sex with my partner about  a week ago but i never took my Emergency pill ....and i cant want to have a child coz for now i have a 6 month baby can i get pregnant,1
Yup!,1
It's true kutopata period s time uko na family planning ya three months,1
I'm not sure how to place my question but I really don't feel my body that much.. I really want to love myself and find who am i,0
2023-12-24T06:42:01.970192Z,0
3,1
Meaning ya hii wazii ni nini,0
Mm Niko na msee but mm simfeel alikuwa Chali yangu nikiwa form 2 time ya corona but nokamuacha coz alicheat na neighbor but before nimuache nilikuwa nimempea second na third chance... So after nimemaliza form 4 tukapatana tulikuwa tunaongea bt si sana sa juu ya kukuwa idle hiyo time before kujoin college tulikuwa tunaongea na akaniambia aty ananipenda ... So nikaingia box yake lakini mm simpendi hata kidogo na I feel bad coz yy ananipenda sanaaaaa... Saa what is the best thing I can do?,1
Seema hi,0
Kuna treatment ya masturbation,0
There is this girl I like   tulipatana high-school. And we both vibed well .she liked me too. Now tuko first year and we keep in touch.  Tumekua intimate but never had sex . We shared a couple of kisses na lap dance . I want to wife her coz she's the only girl I've ever liked .Na considering mimi ni introvert niko attached . Tuliagree tupeane space juu ya masomo campo . I want us to begin dating but apo kwa dating itakua tricky .how should I begin,1
When a virgin looses her virginity does she bleed,1
How long are you supposed to take preps aftet sex😂,0
2024-04-20T15:08:01.145531Z,0
Nataka group chat nijoine,0
"So I just dm you guys on instagram for a programme proposal  and you found  it cool , So I don't know how I can reach to the management  and pitch it",0
Nataka kujua more kuhusu menstrual flow na kumanage cramps,1
Hello,0
Wat does breast pain symbolise,0
2023-12-16T13:49:01.457179Z,0
I love someone Ady am obsessed but hanipendi back advice,1
𝐹𝑖𝑟𝑡 𝑡𝑖𝑚𝑒 𝑠𝑒𝑥,1
What is love based on,1
Let's say umehave sex na virgin ... How long does it take akibleed,1
2024-01-30T16:18:01.563209Z,0
Joo walai kuna huyu dem ameni nice niaje but shida sa inatokea kwa vibe anasema ati nko less vibe sa nta do aje ndio nim nice,1
"Thank you for this platform. So I had raw sex with my boyfriend on Thursday and took a pill later the following day. I've not experienced any side effects and I'm expecting to have my menstrual period on 6th. Do you think the emergency pills will work, because it's my first time",1
Xxx,1
Is it safe for me to date someone who's married?,0
If you sex with your guy alafu penis inalala how doing mean,1
And what if it has become a norm... Like you can't stay without it?,1
I’m bleeding a lot due to implant and it’s very annoying how should I go about it ?,1
2024-08-31T12:16:01.362019Z,0
by,1
Is it bad to have an abortion,1
Can u marry me,0
"So I have a boyfriend 
We've been in a relationship for 6 months but I've known him for a year 
The relationship is long distance and everything has just been so good
Of course we have visited each other every now and then but I've never like spent too much time with him 
Like let's say two weeks
So I visited him 
For close to two weeks 
I'm still at his place at the moment 
In my two weeks visit I have noticed some things abt him I just didn't know abt 
He's quite different 
I noticed his avoidant nature in approaching problems 
While in long distance we would openly communicate so I never had a glimpse of this avoidant nature 
Secondly he gives me silent treatment...I have to keep guessing and all that 
I've talked to him about it 
And he just gets quiet and that has made me so uncomfortable 
And then I also noticed he gets irritated so quickly...like he gets so worked up over something that I feel ain't a big deal
We'll what should I do 
I've been telling myself that probably this visit was a good thing...it gave me an opportunity to know him and decide if this is something I can deal with 
In your opinion what do you think about this situation",1
Nimekuwa na shida ya kunuka makwapa na inani affect sana,1
Hujanijibu ya kwanza,0
I'm in a relationship and I need help,0
What makes a memory in relationships in men?,0
Can I sleep now?,0
Could l get assisted to a clinic where l can get family planning insertion,1
by,1
Have  a question,1
What your thoughts na kupea msee head,0
Ok kama dem ako na bal ya three months  hyo inaeza kuwa aborted kweli,1
"I have been having a problem in approaching ladie, how would you help me with that?",0
"Nko 23YRS virgin, no job, no friends relationship yangu si mature coz I don't see anything in it,,, I feel like a loser at some point do you think I might actually be one?",1
Acha tu,1
Is it good for a student to watch ponographic material or movie yes or no,0
Nitapata aje dem😂😂😂😂,0
My boyfriend told me this'never text me or call me... thanks' I Didn't do anything bad to him what should I do?,0
2024-04-18T18:14:01.402991Z,0
2024-01-04T07:08:02.646455Z,0
Alternatives to penetrative sex,1
How can I make my girl cum,1
2,0
Do you focus only on contaceptive topics?,0
Ok nimekuwa Niki experience bad pains za tumbo na puke na endesha piano na umwa na mgongo nikuwa kea mense zangu ni normal ama,1
"Nilidungwa depo sindano ya family planning last month na sikunyesha. Iyo mwezi then the this month Nimekuwa niki nyesha everyday sijui shida nini , Nlikuwa nataka mnisho ni family planning gani poa ju bado sina mtoi niko 25 yrs",1
2023-12-05T13:01:01.367697Z,0
2024-05-04T20:31:01.736675Z,0
I lied to my boyfriend that I am pregnant and he insisted I abort it ..do you think I should go on with this relationship ?,0
Kuflirt nikucheat ama ni red flag,0
Kuna dem nimependa lakini ananiabia am young haiezi work...am confused  nifanye aje??🤔,1
Sa utadoo aje ka Dem yko hadai mastingo time ya mechi😜,0
How can someone  avoid  mustabation,1
